,회사명,종목코드
2302,코리아나,27050
2303,코스맥스엔비티,222040
2304,코오롱티슈진,950160
2305,코콤,15710
2306,큐에스아이,66310
2307,크루셜텍,114120
2308,크리스에프앤씨,110790
2309,클래시스,214150
2310,테스,95610
2311,텔레칩스,54450
2312,텔레필드,91440
2313,톱텍,108230
2314,티비씨,33830
2315,티플랙스,81150
2316,파나진,46210
2317,파이오링크,170790
2318,포비스티앤씨,16670
2319,포시에스,189690
2320,푸른기술,94940
2321,퓨전,195440
2322,프럼파스트,35200
2323,플리토,300080
2324,피제이전자,6140
2325,하림,136480
2326,하이록코리아,13030
2327,하이비젼시스템,126700
2328,하츠,66130
2329,한국기업평가,34950
2330,한국정보공학,39740
2331,한네트,52600
2332,한라IMS,92460
2333,한양이엔지,45100
2334,한프,66110
2335,해성산업,34810
2336,해성옵틱스,76610
2337,핸디소프트,220180
2338,행남사,8800
2339,홈센타홀딩스,60560
2340,힘스,238490
2341,TS트릴리온,284610
2342,관악산업,76340
2343,루켄테크놀러지스,162120
2344,메디젠휴먼케어,236340
2345,미코바이오메드,214610
2346,바이오코아,216400
2347,셀젠텍,258250
2348,엔에스엠,238170
2349,원바이오젠,278380
2350,원텍,216280
2351,이노진,344860
2352,지앤이헬스케어,299480
2353,툴젠,199800
2354,플럼라인생명과학,222670
2355,피엔에이치테크,239890
2356,한국미라클피플사,331660
2357,휴벡셀,212310
